datetime,open,high,low,close,volume
2026-04-18 12:59:59,44.286,44.478,43.953,44.216,290393.99
2026-04-18 13:59:59,44.217,44.314,43.972,44.061,208472.1
2026-04-18 14:59:59,44.062,44.434,44.032,44.347,168973.08
2026-04-18 15:59:59,44.348,44.626,44.239,44.563,151581.31
2026-04-18 16:59:59,44.564,44.678,44.095,44.213,218387.54
2026-04-18 17:59:59,44.213,44.293,44.098,44.164,80147.74
2026-04-18 18:59:59,44.165,44.276,43.978,44.157,216285.31
2026-04-18 19:59:59,44.158,44.31,43.7,43.98,326107.85
2026-04-18 20:59:59,43.981,44.146,43.88,44.104,115435.45
2026-04-18 21:59:59,44.104,44.172,43.923,44.167,60388.77
2026-04-18 22:59:59,44.167,44.234,44.045,44.168,92319.32
2026-04-18 23:59:59,44.168,44.28,43.746,43.77,175104.96
2026-04-19 00:59:59,43.767,43.928,43.3,43.657,397859.46
2026-04-19 01:59:59,43.657,43.711,43.35,43.555,184650.72
2026-04-19 02:59:59,43.555,43.626,43.142,43.325,368848.02
2026-04-19 03:59:59,43.325,43.452,43.148,43.331,292015.61
2026-04-19 04:59:59,43.331,43.644,43.306,43.582,211990.4
2026-04-19 05:59:59,43.582,43.645,43.418,43.455,93918.44
2026-04-19 06:59:59,43.455,43.455,43.171,43.448,141791.26
2026-04-19 07:59:59,43.448,43.449,42.843,43.135,391829.04
2026-04-19 08:59:59,43.135,43.321,43.045,43.287,109863.72
2026-04-19 09:59:59,43.288,43.32,42.71,42.901,295000.84
2026-04-19 10:59:59,42.901,43.076,42.806,43.03,154077.62
2026-04-19 11:59:59,43.03,43.432,42.892,43.383,404454.56
2026-04-19 12:59:59,43.384,43.532,43.129,43.499,234096.03
2026-04-19 13:59:59,43.498,43.919,43.426,43.574,548250.72
2026-04-19 14:59:59,43.574,43.647,43.383,43.554,190452.6
2026-04-19 15:59:59,43.555,43.656,43.26,43.358,188232.16
2026-04-19 16:59:59,43.359,43.385,43.047,43.16,266543.73
2026-04-19 17:59:59,43.161,43.18,41.827,41.88,1088774.07
2026-04-19 18:59:59,41.886,41.951,41.4,41.438,956820.82
2026-04-19 19:59:59,41.439,41.668,41.439,41.546,208379.62
2026-04-19 20:59:59,41.546,41.625,41.174,41.39,376323.31
2026-04-19 21:59:59,41.389,41.527,41.013,41.067,239789.43
2026-04-19 22:59:59,41.067,41.383,40.821,41.058,615029.63
2026-04-19 23:59:59,41.056,41.093,40.512,40.703,597034.05
2026-04-20 00:59:59,40.703,41.299,40.693,41.178,512286.37
2026-04-20 01:59:59,41.18,41.591,41.18,41.559,402876.94
2026-04-20 02:59:59,41.559,41.562,40.99,41.004,232465.22
2026-04-20 03:59:59,41.005,41.392,40.878,41.213,236317.1
2026-04-20 04:59:59,41.212,41.255,40.911,40.972,231538.86
2026-04-20 05:59:59,40.973,41.141,40.71,41.045,342105.82
2026-04-20 06:59:59,41.045,41.492,40.954,41.142,305593.46
2026-04-20 07:59:59,41.142,41.536,40.75,40.886,600037.19
2026-04-20 08:59:59,40.885,41.037,40.673,40.864,405944.05
2026-04-20 09:59:59,40.864,41.223,40.835,41.007,261808.32
2026-04-20 10:59:59,41.006,41.224,40.91,40.929,222594.53
2026-04-20 11:59:59,40.93,41.196,40.878,41.173,190787.2
2026-04-20 12:59:59,41.172,41.55,41.117,41.394,475785.57
2026-04-20 13:59:59,41.394,41.418,40.952,41.146,360833.2
2026-04-20 14:59:59,41.146,41.788,40.863,40.959,685513.22
2026-04-20 15:59:59,40.959,41.6,40.6,41.161,1117420.75
2026-04-20 16:59:59,41.169,41.213,40.699,40.742,450118.67
2026-04-20 17:59:59,40.741,41.513,40.66,41.232,742440.49
2026-04-20 18:59:59,41.233,41.623,41.144,41.377,486229.42
2026-04-20 19:59:59,41.379,41.44,41.121,41.291,130167.57
2026-04-20 20:59:59,41.29,41.567,41.124,41.416,207496.71
2026-04-20 21:59:59,41.417,41.533,40.901,40.982,190808.86
2026-04-20 22:59:59,40.982,41.132,40.778,40.946,214705.13
2026-04-20 23:59:59,40.945,40.945,40.541,40.688,324651.11
2026-04-21 00:59:59,40.688,40.714,40.352,40.552,464172.55
2026-04-21 01:59:59,40.549,41.008,40.462,40.831,388675.52
2026-04-21 02:59:59,40.831,40.876,40.641,40.809,180879.0
2026-04-21 03:59:59,40.809,41.397,40.708,41.238,333286.27
2026-04-21 04:59:59,41.237,41.359,40.887,41.127,348917.36
2026-04-21 05:59:59,41.126,41.3,40.961,41.005,202940.43
2026-04-21 06:59:59,41.005,41.112,40.732,40.947,202975.44
2026-04-21 07:59:59,40.948,40.969,40.61,40.896,272140.87
2026-04-21 08:59:59,40.896,41.4,40.785,40.925,357021.86
2026-04-21 09:59:59,40.924,40.942,40.54,40.791,446572.7
2026-04-21 10:59:59,40.791,41.248,40.778,41.072,381097.92
2026-04-21 11:59:59,41.072,41.106,40.806,40.862,217845.53
2026-04-21 12:59:59,40.863,40.888,40.446,40.709,486754.47
2026-04-21 13:59:59,40.707,40.76,40.1,40.428,610847.02
2026-04-21 14:59:59,40.423,40.667,40.078,40.085,468791.52
2026-04-21 15:59:59,40.089,40.311,39.762,40.003,619350.46
2026-04-21 16:59:59,40.004,40.109,39.615,39.984,666109.98
2026-04-21 17:59:59,39.984,40.004,39.5,39.514,633944.62
2026-04-21 18:59:59,39.515,39.606,39.046,39.26,678148.57
2026-04-21 19:59:59,39.259,39.352,38.867,38.951,543465.22
2026-04-21 20:59:59,38.948,39.723,38.9,39.323,655588.71
2026-04-21 21:59:59,39.321,39.489,39.111,39.381,270499.99
2026-04-21 22:59:59,39.38,39.585,39.344,39.512,222900.31
2026-04-21 23:59:59,39.512,39.897,39.506,39.754,311564.85
2026-04-22 00:59:59,39.754,40.021,39.672,39.929,349440.28
2026-04-22 01:59:59,39.93,40.004,39.615,39.787,230768.26
2026-04-22 02:59:59,39.787,40.699,39.762,40.41,821534.78
2026-04-22 03:59:59,40.41,40.622,39.86,40.083,646356.26
2026-04-22 04:59:59,40.083,40.335,39.93,40.327,162167.34
2026-04-22 05:59:59,40.328,40.654,40.203,40.28,542746.87
2026-04-22 06:59:59,40.279,40.5,40.144,40.464,621329.85
2026-04-22 07:59:59,40.464,40.647,40.269,40.377,219847.94
2026-04-22 08:59:59,40.377,40.593,40.29,40.486,155804.45
2026-04-22 09:59:59,40.487,40.633,40.432,40.489,147549.13
2026-04-22 10:59:59,40.489,41.032,40.454,40.968,411128.56
2026-04-22 11:59:59,40.967,41.078,40.741,41.02,254102.54
2026-04-22 12:59:59,41.019,41.255,40.941,41.166,498877.62
2026-04-22 13:59:59,41.165,41.499,41.074,41.253,452019.39
2026-04-22 14:59:59,41.253,41.4,40.871,41.038,575276.14
2026-04-22 15:59:59,41.037,41.176,40.722,40.951,398548.59
2026-04-22 16:59:59,40.951,41.137,40.8,40.882,271779.18
2026-04-22 17:59:59,40.882,41.072,40.74,40.85,192199.65
2026-04-22 18:59:59,40.85,41.422,40.74,41.151,287564.86
2026-04-22 19:59:59,41.151,41.24,40.892,40.93,190069.26
2026-04-22 20:59:59,40.929,41.33,40.822,40.888,404905.23
2026-04-22 21:59:59,40.887,41.72,40.879,41.626,282305.07
2026-04-22 22:59:59,41.626,41.626,41.163,41.291,634756.34
2026-04-22 23:59:59,41.291,41.408,40.936,41.131,924881.9
2026-04-23 00:59:59,41.131,41.376,40.819,41.285,392283.07
2026-04-23 01:59:59,41.285,41.388,40.937,41.059,182515.86
2026-04-23 02:59:59,41.058,41.13,40.763,40.927,226873.84
2026-04-23 03:59:59,40.928,41.01,40.531,40.657,247453.61
2026-04-23 04:59:59,40.657,41.007,40.542,40.974,156379.16
2026-04-23 05:59:59,40.975,41.106,40.768,40.976,154108.41
2026-04-23 06:59:59,40.978,41.168,40.903,40.93,176671.91
2026-04-23 07:59:59,40.931,41.255,40.881,41.219,150018.99
2026-04-23 08:59:59,41.219,41.268,40.97,41.073,206654.38
2026-04-23 09:59:59,41.072,41.082,40.76,40.812,180875.34
2026-04-23 10:59:59,40.811,40.885,40.5,40.807,406788.64
2026-04-23 11:59:59,40.808,41.35,40.803,41.064,473763.6
2026-04-23 12:59:59,41.065,41.299,41.032,41.234,209653.59
2026-04-23 13:59:59,41.235,41.336,41.08,41.233,173980.59
2026-04-23 14:59:59,41.229,41.6,41.152,41.569,342275.54
2026-04-23 15:59:59,41.569,41.9,41.42,41.824,464071.12
2026-04-23 16:59:59,41.823,41.838,41.465,41.475,174142.07
2026-04-23 17:59:59,41.476,41.497,40.704,41.177,690902.34
2026-04-23 18:59:59,41.175,41.438,41.155,41.227,260905.88
2026-04-23 19:59:59,41.227,41.263,40.8,40.945,341608.42
2026-04-23 20:59:59,40.945,41.191,40.914,41.113,144562.06
2026-04-23 21:59:59,41.112,41.332,41.018,41.135,116286.4
2026-04-23 22:59:59,41.135,41.313,41.13,41.217,124804.85
2026-04-23 23:59:59,41.216,41.307,41.19,41.289,79998.13
2026-04-24 00:59:59,41.289,41.386,41.158,41.336,147764.13
2026-04-24 01:59:59,41.335,41.409,41.081,41.404,126100.61
2026-04-24 02:59:59,41.404,41.495,41.157,41.206,140627.54
2026-04-24 03:59:59,41.205,41.211,40.85,41.056,231658.37
2026-04-24 04:59:59,41.054,41.108,40.849,41.02,120557.36
2026-04-24 05:59:59,41.02,41.189,40.901,41.119,123687.21
2026-04-24 06:59:59,41.119,41.18,41.0,41.159,103971.27
2026-04-24 07:59:59,41.159,41.222,40.951,41.004,143577.76
2026-04-24 08:59:59,41.004,41.11,40.942,41.016,150070.17
2026-04-24 09:59:59,41.015,41.031,40.642,40.723,321630.87
2026-04-24 10:59:59,40.723,40.871,40.673,40.803,140569.34
2026-04-24 11:59:59,40.803,41.123,40.802,41.017,256322.42
2026-04-24 12:59:59,41.017,41.096,40.794,41.031,201248.48
2026-04-24 13:59:59,41.031,41.157,40.84,40.861,129715.08
2026-04-24 14:59:59,40.862,40.989,40.688,40.955,378177.81
2026-04-24 15:59:59,40.955,41.189,40.84,41.157,308419.91
2026-04-24 16:59:59,41.157,41.217,40.973,41.056,120073.07
2026-04-24 17:59:59,41.056,41.194,40.999,41.064,150022.75
2026-04-24 18:59:59,41.063,41.349,40.846,41.247,225568.12
2026-04-24 19:59:59,41.247,41.296,41.121,41.251,99715.75
2026-04-24 20:59:59,41.251,41.496,41.222,41.436,171140.87
2026-04-24 21:59:59,41.436,41.436,41.191,41.245,130732.96
2026-04-24 22:59:59,41.244,41.275,41.111,41.207,191167.99
2026-04-24 23:59:59,41.208,41.237,41.071,41.146,56170.79
2026-04-25 00:59:59,41.146,41.196,40.993,41.165,122644.72
2026-04-25 01:59:59,41.164,41.19,40.965,41.09,106442.03
2026-04-25 02:59:59,41.089,41.233,41.04,41.152,78009.97
2026-04-25 03:59:59,41.151,41.225,41.076,41.165,49662.63
2026-04-25 04:59:59,41.166,41.212,41.053,41.064,37537.99
2026-04-25 05:59:59,41.065,41.136,41.011,41.12,46179.38
2026-04-25 06:59:59,41.12,41.244,41.109,41.219,56375.4
2026-04-25 07:59:59,41.22,41.276,41.141,41.218,82249.26
2026-04-25 08:59:59,41.216,41.29,41.128,41.265,72805.18
2026-04-25 09:59:59,41.265,41.729,41.249,41.585,368531.91
2026-04-25 10:59:59,41.584,41.85,41.552,41.833,271331.11
2026-04-25 11:59:59,41.834,41.887,41.49,41.712,200203.52
2026-04-25 12:59:59,41.715,41.742,41.303,41.338,245360.02
2026-04-25 13:59:59,41.339,41.646,41.316,41.455,215976.25
2026-04-25 14:59:59,41.455,41.613,41.33,41.496,138262.05
2026-04-25 15:59:59,41.496,41.647,41.396,41.4,135236.19
2026-04-25 16:59:59,41.4,41.471,40.825,40.985,415867.15
2026-04-25 17:59:59,40.985,41.171,40.981,41.07,114558.37
2026-04-25 18:59:59,41.07,41.311,41.054,41.252,113029.03
2026-04-25 19:59:59,41.252,41.311,41.133,41.16,78825.77
2026-04-25 20:59:59,41.161,41.447,41.072,41.407,150934.18
2026-04-25 21:59:59,41.406,41.472,41.311,41.428,108611.64
2026-04-25 22:59:59,41.427,41.457,41.371,41.395,74792.44
2026-04-25 23:59:59,41.395,41.479,41.355,41.474,74556.78
2026-04-26 00:59:59,41.476,41.492,41.208,41.269,156164.03
2026-04-26 01:59:59,41.27,41.44,41.227,41.375,87427.03
2026-04-26 02:59:59,41.375,41.536,41.374,41.488,64513.74
2026-04-26 03:59:59,41.487,41.487,41.226,41.26,68136.0
2026-04-26 04:59:59,41.26,41.444,41.218,41.365,71583.56
2026-04-26 05:59:59,41.364,41.554,41.084,41.126,253632.02
2026-04-26 06:59:59,41.127,41.48,41.126,41.291,202826.64
2026-04-26 07:59:59,41.292,41.316,41.161,41.231,59744.96
2026-04-26 08:59:59,41.232,41.321,41.115,41.116,104200.03
2026-04-26 09:59:59,41.116,41.227,41.09,41.203,85164.41
2026-04-26 10:59:59,41.202,41.252,41.104,41.14,52692.81
2026-04-26 11:59:59,41.14,41.195,41.103,41.131,47411.63
2026-04-26 12:59:59,41.13,41.132,40.95,40.97,121172.69
2026-04-26 13:59:59,40.971,41.155,40.931,41.143,125946.04
2026-04-26 14:59:59,41.143,41.297,41.022,41.265,152858.21
2026-04-26 15:59:59,41.265,41.364,41.189,41.35,89491.09
2026-04-26 16:59:59,41.35,41.4,41.209,41.285,75308.87
2026-04-26 17:59:59,41.284,41.435,41.222,41.412,71602.48
